id,name,guideline
11,C#,"{""language"": ""C#"", ""best_practices"": [{""title"": ""Use Meaningful Names"", ""explanation"": ""Use meaningful names for variables, methods, and classes to make the code more readable and maintainable."", ""examples"": [{""description"": ""Use descriptive variable names."", ""code"": ""int customerAge = 25;""}, {""description"": ""Use meaningful method names."", ""code"": ""public void CalculateTotalPrice() { }""}]}, {""title"": ""Follow SOLID Principles"", ""explanation"": ""Follow the SOLID principles of object-oriented programming to write more maintainable, flexible, and scalable code."", ""examples"": [{""description"": ""Single Responsibility Principle (SRP)."", ""code"": ""public class CustomerService { }""}, {""description"": ""Open/Closed Principle (OCP)."", ""code"": ""public abstract class Animal { }""}]}, {""title"": ""Use Dependency Injection"", ""explanation"": ""Use dependency injection to decouple components and make the system easier to test, maintain, and extend."", ""examples"": [{""description"": ""Use a dependency injection container."", ""code"": ""container.RegisterType<ICustomerService, CustomerService>();""}, {""description"": ""Inject dependencies through constructors."", ""code"": ""public class CustomerController { public CustomerController(ICustomerService service) { } }""}]}, {""title"": ""Write Unit Tests"", ""explanation"": ""Write unit tests to ensure the code works as expected and to catch bugs early in the development process."", ""examples"": [{""description"": ""Use a testing framework like NUnit or xUnit."", ""code"": ""[Test] public void TestCustomerService() { }""}, {""description"": ""Write tests for different scenarios."", ""code"": ""[Test] public void TestCustomerService_HappyPath() { }""}]}, {""title"": ""Use Design Patterns"", ""explanation"": ""Use design patterns to solve common problems in a flexible and maintainable way."", ""examples"": [{""description"": ""Use the Factory pattern to create objects."", ""code"": ""public class CustomerFactory { }""}, {""description"": ""Use the Repository pattern for data access."", ""code"": ""public class CustomerRepository { }""}]}]}"
12,Go,"{""language"": ""Go"", ""best_practices"": [{""title"": ""Use Go Modules"", ""explanation"": ""Go Modules are the official dependency management system for Go. They help manage dependencies and ensure reproducible builds."", ""examples"": [{""description"": ""Creating a new Go module"", ""code"": ""go mod init""}, {""description"": ""Adding a dependency to a Go module"", ""code"": ""go get -u github.com/example/dependency""}]}, {""title"": ""Follow the Go Code Review Comments"", ""explanation"": ""The Go project has a set of code review comments that provide guidelines for writing clean, readable, and maintainable code."", ""examples"": [{""description"": ""Use blank lines to separate logical sections of code"", ""code"": ""package main\n\nimport \""fmt\""\n\nfunc main() {\n    fmt.Println(\""Hello, World!\"")\n}""}, {""description"": ""Use meaningful variable names"", ""code"": ""var userCount int""}]}, {""title"": ""Use Go's Built-in Data Structures"", ""explanation"": ""Go provides a range of built-in data structures such as arrays, slices, maps, and channels. Use them appropriately to write efficient code."", ""examples"": [{""description"": ""Using slices for dynamic arrays"", ""code"": ""numbers := make([]int, 0)""}, {""description"": ""Using maps for key-value pairs"", ""code"": ""userDetails := make(map[string]string)""}]}, {""title"": ""Error Handling"", ""explanation"": ""Go has a strong focus on error handling. Always check for errors and handle them appropriately."", ""examples"": [{""description"": ""Checking for errors after opening a file"", ""code"": ""file, err := os.Open(\""example.txt\""); if err != nil { /* handle error */ }""}, {""description"": ""Returning errors from functions"", ""code"": ""func example() (int, error) { /* function body */ }""}]}, {""title"": ""Use Go's Concurrency Features"", ""explanation"": ""Go provides lightweight concurrency features such as goroutines and channels. Use them to write concurrent programs."", ""examples"": [{""description"": ""Starting a goroutine"", ""code"": ""go func() { /* function body */ }()""}, {""description"": ""Using channels for communication"", ""code"": ""ch := make(chan int); ch <- 1""}]}]}"
13,Rust,"{""language"": ""Rust"", ""best_practices"": [{""title"": ""Use Rust's Ownership System"", ""explanation"": ""Rust's ownership system is a key feature that helps manage memory efficiently. It ensures that each value in Rust has an owner, and there can only be one owner at a time. This prevents data races and ensures memory safety."", ""examples"": [{""description"": ""Example of using ownership with a simple struct."", ""code"": ""struct Person { name: String, age: u32 }""}, {""description"": ""Example of transferring ownership with a function."", ""code"": ""fn take_ownership(person: Person) { /* person is now owned by the function */ }""}]}, {""title"": ""Implement the Rule of Five"", ""explanation"": ""The Rule of Five states that if you need to implement any of the following methods - Drop, Clone, Copy, PartialEq, Eq, PartialOrd, Ord, Hash, or Debug - you should implement all of them. This ensures that your type behaves consistently and correctly in various situations."", ""examples"": [{""description"": ""Implementing the Rule of Five for a custom struct."", ""code"": ""use std::fmt; struct Person { name: String, age: u32 } impl Drop for Person { /* ... */ } impl Clone for Person { /* ... */ }""}]}, {""title"": ""Use Smart Pointers"", ""explanation"": ""Smart pointers in Rust provide a way to manage memory while avoiding the dangers of dangling pointers. They ensure that the memory they point to is always valid."", ""examples"": [{""description"": ""Using a Box to create a smart pointer."", ""code"": ""let person = Box::new(Person { name: \""John\"", age: 30 });""}, {""description"": ""Using a Rc to create a reference-counted pointer."", ""code"": ""use std::rc::Rc; let person = Rc::new(Person { name: \""John\"", age: 30 });""}]}, {""title"": ""Avoid Mutability"", ""explanation"": ""In Rust, variables are immutable by default. This helps prevent bugs caused by shared mutable state. Use immutable data structures and functions that do not modify their inputs."", ""examples"": [{""description"": ""Defining an immutable struct."", ""code"": ""struct Person { name: String, age: u32 }""}, {""description"": ""Defining a function that does not modify its inputs."", ""code"": ""fn greet(person: &Person) { /* ... */ }""}]}, {""title"": ""Use Error Handling"", ""explanation"": ""Rust provides a strong guarantee that failures will be handled explicitly - every operation that may fail returns a Result with custom error type. Use ? operator to propagate errors."", ""examples"": [{""description"": ""Defining a custom error type."", ""code"": ""enum Error { InvalidInput, OutOfRange }""}, {""description"": ""Using the ? operator to propagate errors."", ""code"": ""fn read_file(path: &str) -> Result<String, Error> { /* ... */ }""}]}]}"
14,Swift,"{""language"": ""Swift"", ""best_practices"": [{""title"": ""Use Optional Binding"", ""explanation"": ""Optional binding is a way to safely unwrap optional values in Swift. It prevents runtime errors by checking if the optional value is nil before attempting to access its contents."", ""examples"": [{""description"": ""Optional binding with a single optional value."", ""code"": ""if let name = personName { print(name) }""}, {""description"": ""Optional binding with multiple optional values."", ""code"": ""if let name = personName, let age = personAge { print(name, age) }""}]}, {""title"": ""Use Higher-Order Functions"", ""explanation"": ""Higher-order functions are functions that take other functions as arguments or return functions as their results. They can be used to simplify code and make it more readable."", ""examples"": [{""description"": ""Using map to transform an array of integers to an array of strings."", ""code"": ""let numbers = [1, 2, 3]; let strings = numbers.map { String($0) }""}, {""description"": ""Using filter to filter out even numbers from an array."", ""code"": ""let numbers = [1, 2, 3, 4, 5]; let evenNumbers = numbers.filter { $0 % 2 == 0 }""}]}, {""title"": ""Use Structs for Custom Data Types"", ""explanation"": ""Structs are useful for creating custom data types in Swift. They can be used to define complex data structures and encapsulate data and behavior."", ""examples"": [{""description"": ""Defining a simple struct for a person."", ""code"": ""struct Person { let name: String; let age: Int }""}, {""description"": ""Defining a struct with methods."", ""code"": ""struct Person { let name: String; let age: Int; func greet() { print('Hello, my name is (name) and I am (age) years old.') } }""}]}, {""title"": ""Use Protocols for Polymorphism"", ""explanation"": ""Protocols are used to define a blueprint of methods, properties, and other requirements. They are useful for achieving polymorphism in Swift."", ""examples"": [{""description"": ""Defining a protocol for a shape."", ""code"": ""protocol Shape { func area() -> Double }""}, {""description"": ""Implementing the protocol for a rectangle."", ""code"": ""struct Rectangle: Shape { let width: Double; let height: Double; func area() -> Double { return width * height } }""}]}, {""title"": ""Use Closures for Callbacks"", ""explanation"": ""Closures are functions with a special characteristic: they can capture and store references to any constants and variables from the context in which they were defined. They are useful for creating callbacks."", ""examples"": [{""description"": ""Defining a closure as a callback."", ""code"": ""let callback: () -> Void = { print('Callback executed') }""}, {""description"": ""Passing a closure as an argument to a function."", ""code"": ""func executeCallback(callback: () -> Void) { callback() }""}]}]}"
15,Kotlin,"{""language"": ""Kotlin"", ""best_practices"": [{""title"": ""Use Null Safety"", ""explanation"": ""Kotlin has a concept of null safety. It allows you to declare a variable as nullable or non-nullable. Use this feature to avoid null pointer exceptions."", ""examples"": [{""description"": ""Declare a variable as nullable."", ""code"": ""var name: String? = null""}, {""description"": ""Declare a variable as non-nullable."", ""code"": ""var name: String = \""John\""""}]}, {""title"": ""Use Data Classes"", ""explanation"": ""Data classes are a special type of classes in Kotlin that are used to hold data. They automatically generate getter and setter functions for the properties."", ""examples"": [{""description"": ""Define a data class."", ""code"": ""data class User(val name: String, val age: Int)""}]}, {""title"": ""Use Extension Functions"", ""explanation"": ""Extension functions allow you to add functionality to existing classes. This is useful when you want to add a function to a class that you don't have control over."", ""examples"": [{""description"": ""Define an extension function."", ""code"": ""fun String.hello() { println(\""Hello, $this!\"") }""}]}, {""title"": ""Use Coroutines"", ""explanation"": ""Coroutines are lightweight threads that allow for asynchronous programming. They are useful for handling tasks that require waiting for I/O operations to complete."", ""examples"": [{""description"": ""Define a coroutine."", ""code"": ""import kotlinx.coroutines.*\n\nfun main() = runBlocking { launch { delay(1000); println(\""World!\"") }; println(\""Hello,\""); delay(2000) }""}]}, {""title"": ""Use Higher-Order Functions"", ""explanation"": ""Higher-order functions are functions that take other functions as arguments. They are useful for creating functions that are flexible and can be composed together."", ""examples"": [{""description"": ""Define a higher-order function."", ""code"": ""fun calculateSum(numbers: List<Int>, operation: (Int) -> Int): Int { return numbers.map(operation).sum() }""}]}]}"
16,Objective-C,"{""language"": ""Objective-C"", ""best_practices"": [{""title"": ""Use ARC for Memory Management"", ""explanation"": ""Automatic Reference Counting (ARC) simplifies memory management by automatically handling the creation and destruction of objects. It helps to avoid memory leaks and makes the code cleaner and easier to read."", ""examples"": [{""description"": ""Creating an object with ARC"", ""code"": ""NSString *myString = [NSString stringWithFormat:@\""Hello, World!\""];""}, {""description"": ""Releasing an object with ARC"", ""code"": ""myString = nil;""}]}, {""title"": ""Use Properties for Accessing Instance Variables"", ""explanation"": ""Properties provide a way to access instance variables in a more controlled manner. They can be used to implement getter and setter methods, which can include validation and other logic."", ""examples"": [{""description"": ""Declaring a property"", ""code"": ""@property (nonatomic, strong) NSString *name;""}, {""description"": ""Accessing a property"", ""code"": ""NSString *name = self.name;""}]}, {""title"": ""Use Blocks for Callbacks"", ""explanation"": ""Blocks are a way to pass a block of code as an argument to a method. They are useful for implementing callbacks and asynchronous operations."", ""examples"": [{""description"": ""Defining a block"", ""code"": ""void (^completion)(BOOL success) = ^(BOOL success) { /* code */ };""}, {""description"": ""Passing a block as an argument"", ""code"": ""[self performOperationWithCompletion:completion];""}]}, {""title"": ""Use Protocols for Delegation"", ""explanation"": ""Protocols define a set of methods that a class can implement. They are useful for implementing the delegate pattern, where an object can act on behalf of another object."", ""examples"": [{""description"": ""Defining a protocol"", ""code"": ""@protocol MyDelegate <NSObject> - (void)myMethod; @end""}, {""description"": ""Implementing a protocol"", ""code"": ""@implementation MyObject <MyDelegate> - (void)myMethod { /* code */ } @end""}]}, {""title"": ""Use Categories for Extending Classes"", ""explanation"": ""Categories allow you to add new methods to an existing class. They are useful for extending the functionality of classes without subclassing."", ""examples"": [{""description"": ""Defining a category"", ""code"": ""@interface NSObject (MyCategory) - (void)myMethod; @end""}, {""description"": ""Implementing a category"", ""code"": ""@implementation NSObject (MyCategory) - (void)myMethod { /* code */ } @end""}]}]}"
17,R,"{""language"": ""R"", ""best_practices"": [{""title"": ""Use Consistent Naming Conventions"", ""explanation"": ""Consistent naming conventions make the code more readable and easier to understand. Use underscores instead of spaces or dots for variable names."", ""examples"": [{""description"": ""Good practice: Use underscores for variable names."", ""code"": ""user_data <- read.csv('data.csv')""}, {""description"": ""Bad practice: Use spaces or dots for variable names."", ""code"": ""user data <- read.csv('data.csv')""}]}, {""title"": ""Document Your Code"", ""explanation"": ""Documenting your code helps others understand what your code does and how to use it. Use roxygen2 for documenting functions."", ""examples"": [{""description"": ""Good practice: Use roxygen2 for documenting functions."", ""code"": ""### Function to calculate mean\n#' @description Calculate the mean of a numeric vector.\n#' @param x numeric vector\n#' @return numeric\nmean <- function(x) {\n  sum(x) / length(x)\n}""}, {""description"": ""Bad practice: Not documenting functions."", ""code"": ""mean <- function(x) {\n  sum(x) / length(x)\n}""}]}, {""title"": ""Use Vectorized Operations"", ""explanation"": ""R is designed to perform operations on entire vectors at once. Use vectorized operations to improve performance and readability."", ""examples"": [{""description"": ""Good practice: Use vectorized operations."", ""code"": ""x <- 1:10\ny <- x^2""}, {""description"": ""Bad practice: Use loops for operations."", ""code"": ""x <- 1:10\ny <- numeric(length(x))\nfor(i in 1:length(x)) {\ny[i] <- x[i]^2\n}""}]}, {""title"": ""Use Packages"", ""explanation"": ""R has a vast collection of packages that can simplify your work. Use existing packages instead of writing your own functions."", ""examples"": [{""description"": ""Good practice: Use existing packages."", ""code"": ""library(dplyr)\nmtcars %>% group_by(cyl) %>% summarise(mean_mpg = mean(mpg))""}, {""description"": ""Bad practice: Write your own functions."", ""code"": ""cyl_mpg_mean <- function(cyl) {\n  mtcars[mtcars$cyl == cyl, 'mpg'] %>% mean\n}\ncyl_mpg_mean(4)""}]}, {""title"": ""Test Your Code"", ""explanation"": ""Testing your code ensures that it works as expected and catches bugs early. Use testthat package for unit testing."", ""examples"": [{""description"": ""Good practice: Use testthat package for unit testing."", ""code"": ""library(testthat)\ntest_mean <- function() {\n  expect_equal(mean(c(1, 2, 3, 4, 5)), 3)\n}\ntest_mean()""}, {""description"": ""Bad practice: Not testing your code."", ""code"": ""mean <- function(x) {\n  sum(x) / length(x)\n}\nmean(c(1, 2, 3, 4, 5))""}]}]}"
18,Jupyter Notebook,"{""language"": ""Python"", ""best_practices"": [{""title"": ""Use Type Hints"", ""explanation"": ""Python supports type hints, which improve code readability and make it easier to catch errors."", ""examples"": [{""description"": ""Example of using type hints in a function."", ""code"": ""def add_numbers(a: int, b: int) -> int: return a + b""}]}, {""title"": ""Use Docstrings for Documentation"", ""explanation"": ""Add docstrings to modules, classes, and functions to explain what they do. Follow the PEP 257 convention for docstrings."", ""examples"": [{""description"": ""Example of using docstrings in a function."", ""code"": ""def add(a: int, b: int) -> int: \""\""\""Return the sum of two numbers.\""\""\"" return a + b""}]}, {""title"": ""Keep Code DRY (Don't Repeat Yourself)"", ""explanation"": ""Avoid redundant code by using functions or classes for repeated logic. Promote code reuse and modularity."", ""examples"": [{""description"": ""Example of avoiding repeated logic with a function."", ""code"": ""def calculate_sum(numbers): return sum(numbers)""}]}, {""title"": ""Use Meaningful Variable Names"", ""explanation"": ""Use descriptive variable names to make the code more readable and easier to understand."", ""examples"": [{""description"": ""Example of using meaningful variable names."", ""code"": ""total_sales = calculate_sales(data)""}]}, {""title"": ""Test Your Code"", ""explanation"": ""Write tests to ensure your code works as expected and to catch bugs."", ""examples"": [{""description"": ""Example of writing a test for a function."", ""code"": ""def test_add_numbers(): assert add_numbers(2, 3) == 5""}]}]}"
19,Scala,"{""language"": ""Scala"", ""best_practices"": [{""title"": ""Use Immutability"", ""explanation"": ""Immutability is a key concept in Scala. It helps in creating thread-safe code and reduces the risk of side effects. Always prefer immutable data structures and functions that do not modify state."", ""examples"": [{""description"": ""Creating an immutable list"", ""code"": ""val list = List(1, 2, 3)""}, {""description"": ""Creating an immutable map"", ""code"": ""val map = Map('a' -> 1, 'b' -> 2)""}]}, {""title"": ""Use Higher-Order Functions"", ""explanation"": ""Higher-order functions are functions that take other functions as arguments. They are very powerful in Scala and can be used to abstract away common patterns. Use them to write more concise and expressive code."", ""examples"": [{""description"": ""Using map to transform a list"", ""code"": ""val numbers = List(1, 2, 3); val doubleNumbers = numbers.map(_ * 2)""}, {""description"": ""Using filter to filter a list"", ""code"": ""val numbers = List(1, 2, 3); val evenNumbers = numbers.filter(_ % 2 == 0)""}]}, {""title"": ""Use Pattern Matching"", ""explanation"": ""Pattern matching is a powerful feature in Scala that allows you to specify multiple alternatives for how to handle a piece of data, and to select the first one that matches. Use it to write more concise and readable code."", ""examples"": [{""description"": ""Matching on a value"", ""code"": ""val value = 5; value match { case 1 => 'one'; case _ => 'not one' }""}, {""description"": ""Matching on a pattern"", ""code"": ""val tuple = (1, 2); tuple match { case (1, _) => 'first element is one'; case _ => 'first element is not one' }""}]}, {""title"": ""Use Type Inference"", ""explanation"": ""Type inference is a feature in Scala that allows the compiler to automatically infer the types of variables. Use it to avoid unnecessary type annotations and make your code more concise."", ""examples"": [{""description"": ""Inferring the type of a variable"", ""code"": ""val name = 'Alice'""}, {""description"": ""Inferring the type of a function"", ""code"": ""def greet(name: String) = s'Hello, $name!'""}]}, {""title"": ""Use Functional Programming Concepts"", ""explanation"": ""Functional programming is a key concept in Scala. It emphasizes the use of pure functions, immutability, and the avoidance of changing state. Use functional programming concepts to write more predictable and composable code."", ""examples"": [{""description"": ""Defining a pure function"", ""code"": ""def add(a: Int, b: Int): Int = a + b""}, {""description"": ""Using a higher-order function"", ""code"": ""val numbers = List(1, 2, 3); val doubleNumbers = numbers.map(_ * 2)""}]}]}"
20,Shell Script,"{""language"": ""Shell Script"", ""best_practices"": [{""title"": ""Use Bash"", ""explanation"": ""Bash is the most widely used shell scripting language and offers many features that make scripting easier and more powerful."", ""examples"": [{""description"": ""A simple Bash script that prints 'Hello, World!'"", ""code"": ""echo 'Hello, World!'""}]}, {""title"": ""Use Shebang"", ""explanation"": ""The shebang line at the top of a script specifies the interpreter to use. It's essential for making scripts executable."", ""examples"": [{""description"": ""A shebang line specifying Bash as the interpreter"", ""code"": ""#!/bin/bash""}]}, {""title"": ""Check for Errors"", ""explanation"": ""Always check for errors after executing commands. This helps in handling failures gracefully and providing meaningful error messages."", ""examples"": [{""description"": ""Checking if a file exists before attempting to read it"", ""code"": ""if [ -f 'file.txt' ]; then echo 'File exists'; else echo 'File does not exist'; fi""}]}, {""title"": ""Use Quotes"", ""explanation"": ""Use double quotes to prevent word splitting and filename expansion. Use single quotes to prevent variable expansion."", ""examples"": [{""description"": ""Using double quotes to prevent word splitting"", ""code"": ""echo 'Hello, World!'""}, {""description"": ""Using single quotes to prevent variable expansion"", ""code"": ""echo 'The value of $USER is $USER'""}]}, {""title"": ""Avoid Using `rm` with Wildcards"", ""explanation"": ""It's safer to use `find` with `-delete` instead of `rm` with wildcards to avoid deleting unintended files."", ""examples"": [{""description"": ""Deleting files with a specific extension using find"", ""code"": ""find . -name '*.txt' -delete""}]}]}"
21,Batch File,"{""language"": ""Batch File"", ""best_practices"": [{""title"": ""Use Comments"", ""explanation"": ""Comments are essential for understanding the purpose and logic of the code. Use them to explain what each section of the code does."", ""examples"": [{""description"": ""Use REM for comments"", ""code"": ""REM This is a comment""}, {""description"": ""Use comments to explain complex logic"", ""code"": ""REM This loop iterates over a list of files and processes them""}]}, {""title"": ""Use Functions"", ""explanation"": ""Functions help organize code and make it reusable. Use them to perform specific tasks."", ""examples"": [{""description"": ""Define a function to perform a specific task"", ""code"": ""GOTO :function""}, {""description"": ""Call a function with parameters"", ""code"": ""CALL :function param1 param2""}]}, {""title"": ""Error Handling"", ""explanation"": ""Error handling is crucial for robust code. Use IF ERRORLEVEL to check for errors and handle them appropriately."", ""examples"": [{""description"": ""Check for errors after executing a command"", ""code"": ""IF ERRORLEVEL 1 ECHO An error occurred""}, {""description"": ""Handle errors gracefully"", ""code"": ""IF ERRORLEVEL 1 GOTO :error_handling""}]}, {""title"": ""Code Organization"", ""explanation"": ""Organize your code into logical sections using labels and comments. This makes the code easier to read and maintain."", ""examples"": [{""description"": ""Use labels to organize code"", ""code"": "":start""}, {""description"": ""Use comments to separate sections"", ""code"": ""REM Initialization""}]}, {""title"": ""Use Environment Variables"", ""explanation"": ""Environment variables make your code more flexible and easier to maintain. Use them to store configuration settings or dynamic values."", ""examples"": [{""description"": ""Set an environment variable"", ""code"": ""SET VAR=VALUE""}, {""description"": ""Use an environment variable in your code"", ""code"": ""ECHO %VAR%""}]}]}"
22,Perl,"{""language"": ""Perl"", ""best_practices"": [{""title"": ""Use strict and warnings"", ""explanation"": ""Enforce strict syntax and warnings to catch common errors and improve code quality."", ""examples"": [{""description"": ""Include strict and warnings at the beginning of your script."", ""code"": ""use strict; use warnings;""}]}, {""title"": ""Use modules"", ""explanation"": ""Utilize existing modules to avoid reinventing the wheel and to leverage the work of others."", ""examples"": [{""description"": ""Import modules to use their functions."", ""code"": ""use List::Util 'shuffle';""}]}, {""title"": ""Use lexical variables"", ""explanation"": ""Declare variables with 'my' to limit their scope and avoid polluting the global namespace."", ""examples"": [{""description"": ""Declare a lexical variable."", ""code"": ""my $variable;""}]}, {""title"": ""Use references"", ""explanation"": ""Use references to pass complex data structures to subroutines and to return multiple values."", ""examples"": [{""description"": ""Create a reference to an array."", ""code"": ""my $array_ref = \\@array;""}]}, {""title"": ""Document your code"", ""explanation"": ""Use POD (Plain Old Documentation) to document your code for others and yourself."", ""examples"": [{""description"": ""Document a function using POD."", ""code"": ""sub my_function { ... } =head1 NAME my_function - Description of the function""}]}]}"
23,Lua,"{""language"": ""Lua"", ""best_practices"": [{""title"": ""Use Local Variables"", ""explanation"": ""Local variables are faster and more efficient than global variables in Lua. They should be used whenever possible to improve performance."", ""examples"": [{""description"": ""Declaring a local variable"", ""code"": ""local myVariable = 10""}]}, {""title"": ""Use Tables Instead of Classes"", ""explanation"": ""In Lua, tables are more flexible and efficient than classes. They should be used for structuring data and behavior."", ""examples"": [{""description"": ""Creating a table"", ""code"": ""local myTable = {key = 'value'}""}]}, {""title"": ""Avoid Using Global Variables"", ""explanation"": ""Global variables can lead to namespace pollution and make the code harder to maintain. They should be avoided unless necessary."", ""examples"": [{""description"": ""Avoiding global variables"", ""code"": ""local myVariable = 10""}]}, {""title"": ""Use Metatables"", ""explanation"": ""Metatables are a powerful feature in Lua that allows for object-oriented programming and more. They should be used to create custom behaviors for tables."", ""examples"": [{""description"": ""Creating a metatable"", ""code"": ""local mt = {__index = {}}; local t = setmetatable({}, mt)""}]}, {""title"": ""Keep Code Readable"", ""explanation"": ""Code readability is crucial for maintaining and understanding the codebase. Use proper indentation, naming conventions, and comments."", ""examples"": [{""description"": ""Proper indentation"", ""code"": ""if true then\n    print('Hello, World!')\nend""}]}]}"
24,JSON,"{""language"": ""JSON"", ""best_practices"": [{""title"": ""Use Consistent Indentation"", ""explanation"": ""Consistent indentation improves readability and makes it easier to understand the structure of the JSON data."", ""examples"": [{""description"": ""Use 4 spaces for indentation."", ""code"": ""{\n    \""name\"": \""John\"",\n    \""age\"": 30,\n    \""city\"": \""New York\""\n}""}]}, {""title"": ""Use Double Quotes for Strings"", ""explanation"": ""Double quotes should be used for strings to ensure compatibility with JavaScript and to avoid issues with single quotes."", ""examples"": [{""description"": ""Use double quotes for string values."", ""code"": ""{\n    \""name\"": \""John\"",\n    \""age\"": 30,\n    \""city\"": \""New York\""\n}""}]}, {""title"": ""Use Commas After Each Key-Value Pair"", ""explanation"": ""Commas should be used after each key-value pair to ensure proper formatting and avoid errors."", ""examples"": [{""description"": ""Use commas after each key-value pair."", ""code"": ""{\n    \""name\"": \""John\"",\n    \""age\"": 30,\n    \""city\"": \""New York\""\n}""}]}, {""title"": ""Use Colons After Keys"", ""explanation"": ""Colons should be used after keys to separate them from their values."", ""examples"": [{""description"": ""Use colons after keys."", ""code"": ""{\n    \""name\"": \""John\"",\n    \""age\"": 30,\n    \""city\"": \""New York\""\n}""}]}, {""title"": ""Use Curly Brackets for Objects"", ""explanation"": ""Curly brackets should be used to define objects and ensure proper nesting."", ""examples"": [{""description"": ""Use curly brackets for objects."", ""code"": ""{\n    \""name\"": \""John\"",\n    \""age\"": 30,\n    \""city\"": \""New York\""\n}""}]}]}"
25,XML,"{""language"": ""XML"", ""best_practices"": [{""title"": ""Use Proper Indentation"", ""explanation"": ""Proper indentation is crucial for readability and understanding of XML code. It helps in identifying nested elements and improves the overall structure of the document."", ""examples"": [{""description"": ""Incorrect indentation"", ""code"": ""<root><person><name>John</name><age>30</age></person></root>""}, {""description"": ""Correct indentation"", ""code"": ""<root>\n  <person>\n    <name>John</name>\n    <age>30</age>\n  </person>\n</root>""}]}, {""title"": ""Validate XML Against a Schema"", ""explanation"": ""Validating XML against a schema ensures that the XML document conforms to a predefined structure, which is essential for data integrity and consistency."", ""examples"": [{""description"": ""Invalid XML structure"", ""code"": ""<root><person><name>John</name><age>30</age></person></root>""}, {""description"": ""Valid XML structure with schema validation"", ""code"": ""<xsd:schema xmlns:xsd=\""http://www.w3.org/2001/XMLSchema\"">\n  <xsd:element name=\""root\"" type=\""xsd:element\""/>\n  <xsd:element name=\""person\"" type=\""xsd:complexType\""/>\n  <xsd:complexType name=\""personType\"">\n    <xsd:sequence>\n      <xsd:element name=\""name\"" type=\""xsd:string\""/>\n      <xsd:element name=\""age\"" type=\""xsd:integer\""/>\n    </xsd:sequence>\n  </xsd:complexType>\n</xsd:schema>""}]}, {""title"": ""Use Meaningful Element Names"", ""explanation"": ""Using meaningful element names in XML improves readability and makes it easier for others to understand the structure and purpose of the document."", ""examples"": [{""description"": ""Poorly named elements"", ""code"": ""<root><a><b>John</b><c>30</c></a></root>""}, {""description"": ""Meaningfully named elements"", ""code"": ""<root><person><name>John</name><age>30</age></person></root>""}]}, {""title"": ""Keep XML Documents Simple"", ""explanation"": ""Simplify XML documents by avoiding unnecessary complexity and focusing on the essential elements required for the data representation."", ""examples"": [{""description"": ""Complex XML structure"", ""code"": ""<root><person><name><first>John</first><last>Doe</last></name><age><value>30</value></age></person></root>""}, {""description"": ""Simplified XML structure"", ""code"": ""<root><person><name>John Doe</name><age>30</age></person></root>""}]}, {""title"": ""Use Attributes Judiciously"", ""explanation"": ""Attributes should be used sparingly and only when necessary. They can make the XML more readable but can also lead to complexity if overused."", ""examples"": [{""description"": ""Overuse of attributes"", ""code"": ""<root><person id=\""1\"" name=\""John\"" age=\""30\""/></root>""}, {""description"": ""Appropriate use of attributes"", ""code"": ""<root><person><name>John</name><age>30</age></person></root>""}]}]}"
26,YAML,"{""language"": ""YAML"", ""best_practices"": [{""title"": ""Use Indentation"", ""explanation"": ""In YAML, indentation is crucial for defining structure. Use spaces for indentation, not tabs, and ensure consistent indentation throughout the document."", ""examples"": [{""description"": ""Correct indentation for a list"", ""code"": ""items:\n  - item1\n  - item2""}, {""description"": ""Incorrect indentation for a list"", ""code"": ""items:\nitem1\nitem2""}]}, {""title"": ""Use Quotes for Strings"", ""explanation"": ""In YAML, strings should be enclosed in double quotes to avoid confusion with other data types."", ""examples"": [{""description"": ""Correctly quoted string"", ""code"": ""name: \""John Doe\""""}, {""description"": ""Incorrectly quoted string"", ""code"": ""name: John Doe""}]}, {""title"": ""Use Colons for Key-Value Pairs"", ""explanation"": ""In YAML, key-value pairs should be separated by a colon and a space."", ""examples"": [{""description"": ""Correct key-value pair"", ""code"": ""name: John Doe""}, {""description"": ""Incorrect key-value pair"", ""code"": ""name:John Doe""}]}, {""title"": ""Use Dashes for Lists"", ""explanation"": ""In YAML, lists should be defined using dashes."", ""examples"": [{""description"": ""Correct list definition"", ""code"": ""items:\n  - item1\n  - item2""}, {""description"": ""Incorrect list definition"", ""code"": ""items: [item1, item2]""}]}, {""title"": ""Use Three Dashes for Document Separation"", ""explanation"": ""In YAML, documents can be separated using three dashes."", ""examples"": [{""description"": ""Separating documents"", ""code"": ""document1:\n  key: value\n---\ndocument2:\n  key: value""}, {""description"": ""Incorrect document separation"", ""code"": ""document1:\n  key: value\n\n\ndocument2:\n  key: value""}]}]}"
